date,EUR,GBP,JPY,AUD,CAD,CHF,NZD
2022-05-06,1.0572,1.2344,130.35,0.7091,1.289,0.9858,0.6427
2022-05-13,1.041,1.2242,129.23,0.6918,1.2929,1.0014,0.6261
2022-05-20,1.0559,1.2492,127.86,0.7032,1.2837,0.9749,0.6388
2022-05-27,1.0709,1.2613,127.14,0.7155,1.274,0.9575,0.6535
2022-06-03,1.0721,1.2496,130.71,0.7209,1.2581,0.9625,0.6505
2022-06-10,1.0521,1.233,134.19,0.7054,1.2782,0.9886,0.6363
2022-06-17,1.0473,1.2201,135.14,0.6923,1.3054,0.9717,0.6291
2022-06-24,1.0539,1.2273,135.22,0.6946,1.2919,0.9569,0.6319
2022-07-01,1.0409,1.2048,135.09,0.6789,1.2915,0.9623,0.6187
2022-07-08,1.0178,1.2036,136.16,0.6858,1.2947,0.9775,0.6196
2022-07-15,1.0089,1.1857,138.57,0.6793,1.3041,0.9776,0.6158
2022-07-22,1.0225,1.2019,136.12,0.6948,1.2861,0.9613,0.6273
2022-07-29,1.0202,1.2183,133.25,0.6985,1.2801,0.9513,0.6279
2022-08-05,1.017,1.2061,135.33,0.6901,1.2942,0.9635,0.6239
2022-08-12,1.0257,1.2132,133.57,0.7106,1.2783,0.943,0.6437
2022-08-19,1.0039,1.181,137.01,0.687,1.2994,0.959,0.6177
2022-08-26,0.9998,1.1778,137.07,0.6921,1.3006,0.9635,0.6161
2022-09-02,1.003,1.1582,140.03,0.6845,1.3089,0.9801,0.6135
2022-09-09,1.0046,1.16,142.44,0.6846,1.3036,0.9604,0.6114
2022-09-16,1.0013,1.1419,143.04,0.6703,1.3273,0.9647,0.5978
2022-09-23,0.9719,1.0921,143.18,0.6543,1.3581,0.9816,0.5763
2022-09-30,0.9783,1.1134,144.71,0.6437,1.3752,0.9845,0.5642
2022-10-07,0.9785,1.1116,145.19,0.6393,1.3692,0.9914,0.5628
2022-10-14,0.9739,1.1208,148.46,0.6219,1.3873,1.0049,0.5568
2022-10-21,0.9855,1.1292,146.35,0.6368,1.3673,0.9981,0.5754
2022-10-28,0.9934,1.1573,147.68,0.6396,1.3622,0.9968,0.5792
2022-11-04,0.9895,1.1279,147.22,0.6435,1.3528,0.9981,0.589
2022-11-11,1.0176,1.1677,141.78,0.659,1.3362,0.9672,0.601
2022-11-18,1.0349,1.1902,140.03,0.6681,1.3379,0.9522,0.616
2022-11-25,1.0402,1.2102,139.21,0.675,1.337,0.9459,0.6244
2022-12-02,1.0521,1.2292,134.89,0.6801,1.3448,0.9369,0.6398
2022-12-09,1.055,1.2311,136.4,0.6809,1.3604,0.932,0.6424
2022-12-16,1.061,1.2168,136.55,0.6691,1.369,0.9324,0.637
2022-12-23,1.0621,1.2054,132.78,0.671,1.3587,0.9335,0.6293
2022-12-30,1.0698,1.2077,131.81,0.6805,1.3532,0.9241,0.6342
2023-01-06,1.0619,1.2064,132.21,0.6864,1.3452,0.9293,0.6334
2023-01-13,1.0811,1.2194,127.85,0.695,1.3413,0.9284,0.6361
2023-01-20,1.0831,1.2374,129.97,0.6953,1.3416,0.9221,0.6457
2023-01-27,1.0857,1.2379,129.94,0.7102,1.3314,0.9218,0.6483
2023-02-03,1.0825,1.2073,131.07,0.6946,1.3395,0.925,0.6344
2023-02-10,1.067,1.2061,131.5,0.6919,1.3363,0.9246,0.6308
2023-02-17,1.0678,1.2012,134.21,0.6865,1.3487,0.9266,0.6235
2023-02-24,1.0545,1.1948,136.36,0.6735,1.3618,0.94,0.6166
2023-03-03,1.0616,1.1996,136.09,0.6759,1.3609,0.9381,0.621
2023-03-10,1.0659,1.2043,135.05,0.661,1.3804,0.9213,0.6147
2023-03-17,1.0647,1.2141,132.01,0.6683,1.3753,0.9284,0.6249
2023-03-24,1.0762,1.2225,130.64,0.6643,1.3763,0.9181,0.6207
2023-03-31,1.0872,1.2369,132.75,0.6704,1.3525,0.9129,0.6271
2023-04-07,1.0913,1.2422,132.11,0.6668,1.3513,0.9049,0.6246
2023-04-14,1.098,1.2417,133.74,0.6702,1.3379,0.8955,0.6208
2023-04-21,1.0973,1.2419,134.28,0.6691,1.3534,0.8926,0.6138
2023-04-28,1.104,1.2582,135.99,0.6617,1.3552,0.8911,0.6187
2023-05-05,1.1026,1.265,134.85,0.6747,1.3419,0.8913,0.6299
2023-05-12,1.0856,1.2464,135.63,0.6649,1.354,0.8971,0.6193
2023-05-19,1.0819,1.2464,137.67,0.6661,1.3508,0.8989,0.6288
2023-05-26,1.0713,1.2342,140.53,0.6511,1.3625,0.906,0.6046
2023-06-02,1.0724,1.2468,139.76,0.6616,1.3438,0.9075,0.6072
2023-06-09,1.0749,1.2579,139.35,0.674,1.3342,0.9026,0.6127
2023-06-16,1.0925,1.2815,141.82,0.6865,1.3194,0.8943,0.6222
2023-06-23,1.0887,1.2701,143.78,0.6687,1.3196,0.8979,0.6149
2023-06-30,1.092,1.2709,144.47,0.6663,1.3232,0.8947,0.6133
2023-07-07,1.0964,1.2838,142.21,0.6686,1.3284,0.8887,0.621
2023-07-14,1.1237,1.3113,138.74,0.6843,1.3204,0.8616,0.6376
2023-07-21,1.112,1.2854,141.75,0.6737,1.3217,0.8658,0.6178
2023-07-28,1.1039,1.287,140.72,0.667,1.3225,0.8687,0.6167
2023-08-04,1.1036,1.2775,141.79,0.6605,1.3337,0.8713,0.6127
2023-08-11,1.0957,1.2694,144.94,0.6493,1.3437,0.8765,0.5983
2023-08-18,1.0875,1.2738,145.15,0.6413,1.3557,0.8817,0.5942
2023-08-25,1.0787,1.257,146.38,0.6401,1.3626,0.886,0.59
2023-09-01,1.0787,1.2594,146.2,0.6449,1.3582,0.8857,0.594
2023-09-08,1.0709,1.2476,147.7,0.6386,1.3621,0.8927,0.5898
2023-09-15,1.0673,1.2392,147.83,0.6442,1.3504,0.896,0.5909
2023-09-22,1.066,1.2257,148.24,0.6453,1.3467,0.9064,0.5975
2023-09-29,1.0584,1.2214,149.43,0.6451,1.3535,0.9141,0.6013
2023-10-06,1.0596,1.2255,149.08,0.6394,1.3657,0.9082,0.5996
2023-10-13,1.0502,1.2139,149.62,0.629,1.365,0.9018,0.5893
2023-10-20,1.0592,1.2153,149.85,0.6319,1.3692,0.8918,0.583
2023-10-27,1.0592,1.2151,149.6,0.6352,1.3866,0.9021,0.5824
2023-11-03,1.0733,1.2374,149.36,0.6507,1.3671,0.8984,0.599
2023-11-10,1.071,1.2279,151.04,0.642,1.3766,0.8996,0.5947
2023-11-17,1.0879,1.243,149.82,0.6494,1.374,0.887,0.5971
2023-11-24,1.0934,1.2601,149.57,0.6584,1.3608,0.8818,0.6083
2023-12-01,1.0878,1.2682,147.0,0.666,1.3495,0.8706,0.6198
2023-12-08,1.0746,1.2539,144.88,0.6569,1.3595,0.881,0.6118
2023-12-15,1.0906,1.2709,141.8,0.6715,1.3374,0.8688,0.6221
2023-12-22,1.1008,1.272,142.6,0.6803,1.3259,0.8564,0.6297
2023-12-29,1.1062,1.2743,140.92,0.6828,1.3202,0.8405,0.634
2024-01-05,1.0957,1.274,144.52,0.6722,1.3331,0.8486,0.6255
2024-01-12,1.0959,1.2746,144.86,0.6692,1.3399,0.8523,0.6247
2024-01-19,1.0887,1.2677,148.21,0.6581,1.3467,0.8694,0.6101
2024-01-26,1.0866,1.272,147.94,0.6589,1.3456,0.8635,0.6103
2024-02-02,1.0787,1.2627,148.54,0.651,1.3458,0.8676,0.6066
2024-02-09,1.0782,1.2628,149.38,0.6516,1.3478,0.875,0.6141
2024-02-16,1.0769,1.259,150.34,0.6531,1.3483,0.8813,0.6119
2024-02-23,1.0828,1.2678,150.36,0.6566,1.3502,0.8804,0.6198
2024-03-01,1.0832,1.2652,150.2,0.6529,1.3553,0.8844,0.6106
2024-03-08,1.0941,1.2852,147.17,0.6627,1.3468,0.8766,0.618
2024-03-15,1.0888,1.2742,149.14,0.6569,1.353,0.8837,0.6091
2024-03-22,1.0817,1.2603,151.35,0.652,1.3594,0.8983,0.5998
2024-03-29,1.0791,1.2637,151.22,0.6524,1.354,0.9015,0.5987
2024-04-05,1.0841,1.2633,151.59,0.6584,1.358,0.9005,0.602
2024-04-12,1.0647,1.2457,153.12,0.6478,1.3756,0.912,0.595
2024-04-19,1.0655,1.2397,154.55,0.6423,1.3742,0.9092,0.5895
2024-04-26,1.0686,1.2474,157.62,0.6528,1.3678,0.9142,0.594
2024-05-03,1.077,1.255,152.85,0.6616,1.3683,0.9047,0.6021
2024-05-10,1.0773,1.2528,155.85,0.6607,1.3663,0.9063,0.602
2024-05-17,1.0869,1.2703,155.57,0.6686,1.3615,0.9079,0.6132
2024-05-24,1.0852,1.2746,156.9,0.6629,1.3665,0.9143,0.6121
2024-05-31,1.0846,1.2738,157.19,0.664,1.3646,0.9034,0.6137
2024-06-07,1.0807,1.2727,156.58,0.6589,1.3747,0.896,0.6113
2024-06-14,1.0699,1.2685,157.28,0.6617,1.3735,0.8907,0.6142
2024-06-21,1.0694,1.2645,159.45,0.664,1.3698,0.8938,0.612
2024-06-28,1.0711,1.264,160.88,0.6677,1.3684,0.8992,0.6096
2024-07-05,1.0828,1.2807,160.73,0.6743,1.3631,0.8976,0.6138
2024-07-12,1.0902,1.2986,157.88,0.6788,1.3627,0.8942,0.6122
2024-07-19,1.0888,1.2922,157.38,0.6694,1.3723,0.8884,0.6019
2024-07-26,1.0859,1.2864,153.86,0.6557,1.3832,0.8826,0.5895
2024-08-02,1.0914,1.2798,146.98,0.6528,1.3846,0.8605,0.5972
2024-08-09,1.0925,1.2766,146.49,0.6577,1.3725,0.8639,0.6012
2024-08-16,1.0996,1.2906,148.13,0.6649,1.3705,0.8685,0.6035
2024-08-23,1.1176,1.3197,144.86,0.6777,1.3514,0.8492,0.6212
2024-08-30,1.106,1.3132,145.95,0.6765,1.3493,0.8493,0.6242
2024-09-06,1.1086,1.3136,142.13,0.6678,1.3561,0.8428,0.6178
2024-09-13,1.1085,1.314,140.66,0.6712,1.3581,0.8479,0.6166
2024-09-20,1.1159,1.3305,143.9,0.6806,1.3565,0.8496,0.6234
2024-09-27,1.1159,1.3394,142.6,0.6911,1.3504,0.8424,0.6342
2024-10-04,1.0961,1.3107,148.69,0.6797,1.3578,0.8589,0.6156
2024-10-11,1.0942,1.307,149.12,0.6756,1.3768,0.8574,0.6111
2024-10-18,1.0854,1.3022,149.58,0.67,1.3804,0.8659,0.6065
2024-10-25,1.0813,1.2978,152.08,0.6621,1.3882,0.8664,0.5994
2024-11-01,1.0848,1.2959,152.94,0.6582,1.3925,0.8704,0.598
2024-11-08,1.071,1.2905,152.58,0.6573,1.3921,0.8755,0.5961
2024-11-15,1.0552,1.2629,154.59,0.6461,1.4076,0.8878,0.5862
2024-11-22,1.0399,1.2516,154.73,0.6495,1.3985,0.8946,0.5827
2024-11-29,1.0547,1.2699,150.41,0.6513,1.4014,0.8822,0.5913
2024-12-06,1.0563,1.2744,149.78,0.6382,1.4144,0.8776,0.5832
2024-12-13,1.0498,1.2629,153.74,0.6359,1.424,0.8929,0.5761
2024-12-20,1.043,1.2587,156.11,0.6266,1.4354,0.8928,0.5664
2024-12-27,1.0423,1.2573,157.73,0.6208,1.4433,0.9018,0.5631
2025-01-03,1.0292,1.2419,157.2,0.6209,1.4455,0.9096,0.5604
2025-01-10,1.0238,1.2215,157.68,0.6147,1.4437,0.9172,0.5556
2025-01-17,1.0287,1.2181,156.3,0.621,1.442,0.9148,0.5596
2025-01-24,1.0515,1.2496,155.58,0.6322,1.4331,0.9044,0.572
2025-01-31,1.04,1.2447,154.91,0.6242,1.4459,0.9088,0.5668
2025-02-07,1.0329,1.2396,151.3,0.6264,1.4311,0.9101,0.5652
2025-02-14,1.0498,1.2609,152.25,0.6359,1.417,0.8983,0.5734
2025-02-21,1.0455,1.2647,149.49,0.6376,1.4196,0.899,0.5751
2025-02-28,1.0402,1.2591,150.64,0.6211,1.4433,0.9019,0.5602
2025-03-07,1.0859,1.2918,147.13,0.63,1.4385,0.8774,0.571
2025-03-14,1.0872,1.2917,148.51,0.6318,1.4377,0.8855,0.5741
2025-03-21,1.0806,1.2896,148.98,0.6266,1.4356,0.8834,0.5731
2025-03-28,1.0826,1.2942,150.26,0.63,1.4282,0.8809,0.573
2025-04-04,1.1014,1.2927,145.93,0.6043,1.4194,0.8547,0.5593
2025-04-11,1.1325,1.3051,143.57,0.6245,1.3895,0.8153,0.5796
2025-04-18,1.139,1.3279,142.22,0.6375,1.3846,0.8174,0.5933
2025-04-25,1.1381,1.3331,143.75,0.6396,1.3858,0.8285,0.5969
2025-05-02,1.133,1.3283,144.52,0.6447,1.379,0.8262,0.5955
2025-05-09,1.127,1.3318,145.15,0.6425,1.3925,0.8298,0.592
2025-05-16,1.1141,1.3257,146.02,0.6395,1.3991,0.8396,0.5872
2025-05-23,1.135,1.3511,142.61,0.6478,1.3755,0.8214,0.5977
2025-05-30,1.1347,1.3468,144.18,0.6434,1.3747,0.8229,0.5972
2025-06-06,1.1397,1.3532,144.87,0.6496,1.3686,0.822,0.602
2025-06-13,1.1557,1.3594,144.04,0.6513,1.3575,0.8116,0.6035
2025-06-20,1.152,1.3465,145.92,0.6455,1.3739,0.8175,0.5969
2025-06-27,1.1724,1.372,144.74,0.6535,1.3666,0.7989,0.6062
2025-07-04,1.1758,1.3656,144.96,0.6576,1.3559,0.7951,0.6068
2025-07-11,1.1696,1.3503,147.29,0.6577,1.3678,0.7962,0.6011
2025-07-18,1.1645,1.3439,148.55,0.6527,1.3711,0.8001,0.5977
2025-07-25,1.173,1.3429,147.77,0.6556,1.3714,0.7965,0.6006
2025-08-01,1.1555,1.3259,148.06,0.6468,1.3778,0.8068,0.5912
2025-08-08,1.166,1.3444,147.7,0.6528,1.3752,0.8073,0.5956
2025-08-15,1.1708,1.3565,147.0,0.6515,1.3808,0.8061,0.593
2025-08-22,1.1713,1.3528,146.82,0.6485,1.3845,0.8016,0.5862
2025-08-29,1.1695,1.3511,146.9,0.6545,1.3726,0.7996,0.5901
2025-09-05,1.1759,1.3543,146.84,0.657,1.3823,0.7958,0.591
2025-09-12,1.1714,1.3547,147.85,0.6636,1.3858,0.7975,0.5948
2025-09-19,1.1753,1.3484,147.83,0.6597,1.3772,0.7949,0.5859
2025-09-26,1.1692,1.3404,149.52,0.6546,1.3946,0.7985,0.5769
2025-10-03,1.1747,1.3481,147.33,0.6615,1.3946,0.7949,0.584
2025-10-10,1.1613,1.3343,151.94,0.6495,1.3997,0.8015,0.5733
2025-10-17,1.1674,1.3425,150.33,0.6486,1.4046,0.7919,0.5722
2025-10-24,1.1626,1.3298,152.82,0.6511,1.4013,0.7958,0.5748
2025-10-31,1.1541,1.3141,154.05,0.6546,1.401,0.8027,0.5728
2025-11-07,1.1578,1.3165,153.06,0.6476,1.4075,0.804,0.5617
2025-11-14,1.1617,1.3156,154.64,0.6549,1.4023,0.7933,0.5685
2025-11-21,1.1506,1.31,156.58,0.6457,1.4094,0.8087,0.5609
2025-11-28,1.16,1.3239,156.17,0.6552,1.3974,0.8036,0.5737
2025-12-05,1.1635,1.3324,155.3,0.6635,1.3858,0.805,0.5771
2025-12-12,1.1731,1.3351,155.81,0.664,1.3783,0.796,0.5793
2025-12-19,1.1721,1.3379,157.43,0.6617,1.378,0.795,0.576
2025-12-26,1.1766,1.3492,156.63,0.671,1.3662,0.79,0.583
2026-01-02,1.1738,1.3481,156.72,0.6684,1.3738,0.7918,0.5767
2026-01-09,1.1634,1.3413,158.07,0.6684,1.3893,0.8012,0.5731
2026-01-16,1.1599,1.3384,158.02,0.6682,1.392,0.8026,0.5751
2026-01-23,1.1771,1.359,157.57,0.6878,1.3726,0.7879,0.5929
2026-01-30,1.1885,1.3729,154.34,0.6995,1.3557,0.771,0.6048
2026-02-06,1.1812,1.3606,157.1,0.7014,1.3644,0.7758,0.602
2026-02-13,1.187,1.3644,152.77,0.7068,1.3618,0.7685,0.6036
2026-02-20,1.1781,1.35,154.99,0.7082,1.3688,0.7756,0.5974
2026-02-27,1.1822,1.3455,156.05,0.7121,1.3632,0.7686,0.6
2026-03-06,1.1606,1.3398,157.64,0.7022,1.3599,0.7778,0.5902
2026-03-13,1.1444,1.324,159.54,0.7004,1.3736,0.7898,0.5804
